id,severity,start_time,end_time,location,city,state,zipcode,country,weather_condition,temperature_f,visibility_mi,precipitation_in,traffic_signal,crossing,junction,stop,railway,created_at
7941,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
7942,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
7943,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
7944,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
7945,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
7946,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
7947,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
7948,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
7949,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
7950,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
7951,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
7952,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
7953,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
7954,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
7955,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
7956,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
7957,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
7958,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
7959,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
7960,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
7961,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
7962,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
7963,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
7964,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
7965,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
7966,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
7967,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
7968,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
7969,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
7970,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
7971,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
7972,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
7973,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
7974,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
7975,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
7976,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
7977,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
7978,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
7979,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
7980,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
7981,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
7982,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
7983,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
7984,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
7985,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
7986,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
7987,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
7988,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
7989,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
7990,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
7991,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
7992,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
7993,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
7994,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
7995,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
7996,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
7997,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
7998,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
7999,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8000,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8001,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8002,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8003,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8004,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8005,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8006,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8007,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8008,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8009,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8010,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8011,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8012,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8013,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8014,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8015,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8016,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8017,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8018,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8019,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8020,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8021,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8022,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8023,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8024,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8025,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8026,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8027,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8028,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8029,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8030,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8031,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8032,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8033,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8034,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8035,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8036,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8037,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8038,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8039,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8040,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8041,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8042,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8043,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8044,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8045,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8046,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8047,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8048,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8049,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8050,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8051,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8052,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8053,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8054,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8055,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8056,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8057,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8058,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8059,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8060,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8061,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8062,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8063,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8064,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8065,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8066,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8067,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8068,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8069,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8070,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8071,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8072,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8073,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8074,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8075,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8076,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8077,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8078,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8079,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8080,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8081,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8082,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8083,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8084,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8085,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8086,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8087,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8088,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8089,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8090,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8091,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8092,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8093,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8094,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8095,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8096,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8097,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8098,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8099,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8100,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8101,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8102,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8103,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8104,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8105,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8106,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8107,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8108,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8109,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8110,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8111,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8112,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8113,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8114,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8115,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8116,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8117,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8118,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8119,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8120,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8121,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8122,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8123,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8124,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8125,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8126,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8127,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8128,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8129,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8130,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8131,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8132,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8133,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8134,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8135,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8136,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8137,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8138,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8139,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8140,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8141,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8142,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8143,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8144,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8145,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8146,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8147,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8148,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8149,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8150,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8151,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8152,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8153,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8154,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8155,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8156,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8157,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8158,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8159,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8160,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8161,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8162,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8163,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8164,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8165,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8166,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8167,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8168,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8169,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8170,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8171,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8172,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8173,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8174,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8175,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8176,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8177,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8178,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8179,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8180,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8181,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8182,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8183,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8184,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8185,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8186,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8187,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8188,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8189,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8190,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8191,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8192,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8193,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8194,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8195,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8196,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8197,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8198,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8199,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8200,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8201,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8202,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8203,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8204,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8205,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8206,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8207,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8208,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8209,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8210,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8211,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8212,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8213,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8214,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8215,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8216,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8217,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8218,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8219,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8220,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8221,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8222,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8223,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8224,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8225,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8226,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8227,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8228,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8229,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8230,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8231,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8232,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8233,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8234,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8235,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8236,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8237,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8238,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8239,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8240,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8241,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8242,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8243,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8244,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8245,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8246,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8247,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8248,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8249,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8250,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8251,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8252,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8253,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8254,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8255,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8256,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8257,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8258,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8259,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8260,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8261,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8262,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8263,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8264,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8265,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8266,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8267,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8268,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8269,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8270,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8271,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8272,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8273,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8274,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8275,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8276,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8277,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8278,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8279,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8280,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8281,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8282,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8283,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8284,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8285,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8286,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8287,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8288,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8289,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8290,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8291,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8292,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8293,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8294,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8295,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8296,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8297,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8298,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8299,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8300,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8301,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8302,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8303,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8304,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
8305,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8306,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8307,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8308,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8309,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8310,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
8311,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8312,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8313,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8314,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8315,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8316,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8317,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
8318,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8319,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8320,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8321,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
8322,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8323,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
8324,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8325,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8326,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8327,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
8328,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8329,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
8330,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
8331,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
8332,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
8333,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
