country,year,month,day_of_week,time_of_day,urban_rural,road_type,weather_conditions,visibility_level,number_of_vehicles_involved,speed_limit,driver_age_group,driver_gender,driver_alcohol_level,driver_fatigue,vehicle_condition,pedestrians_involved,cyclists_involved,severity,number_of_injuries,number_of_fatalities,emergency_response_time,traffic_volume,road_condition,accident_cause,insurance_claims,medical_cost,economic_loss,region,population_density,city,weather_condition,temperature_f,visibility_mi,categoria_visibilidad,categoria_temperatura
India,2004,December,Tuesday,Evening,Rural,Street,Foggy,455.6031886260761,1,84,<18,Female,0.0093944108636001,0,Moderate,2,2,2,5,1,19.077673077257472,1779.6813430441334,Snow-covered,Distracted Driving,7,31856.251772994838,96730.03544750248,Australia,2258.173779477825,Cali,Lluvia Fuerte,54.717865876279056,2.6898001361468045,Baja (2-5 mi),Templada (40-60°F)
Russia,2002,December,Sunday,Morning,Urban,Highway,Clear,146.65921098641888,2,97,<18,Male,0.1885086113333924,0,Poor,0,1,2,11,4,59.983799760926765,720.6643805352685,Icy,Speeding,0,4572.415283742343,83115.40168055409,Asia,2067.411693107774,Bogotá,Lluvia Fuerte,81.87567655389431,6.75609930021151,Media (5-10 mi),Muy Cálida (>80°F)
China,2018,May,Wednesday,Night,Rural,Highway,Clear,132.93346727782622,3,44,<18,Female,0.181535137960306,0,Moderate,2,1,2,3,1,26.54044678916751,8310.556765796768,Dry,Drunk Driving,7,8250.154627310014,72166.4707864625,Australia,3495.3337504176197,Cartagena,Lluvia Leve,74.58885028980987,9.820731888171716,Media (5-10 mi),Cálida (60-80°F)
Australia,2015,July,Monday,Afternoon,Rural,Main Road,Rainy,418.6185168582482,3,104,41-60,Male,0.0710187270332478,1,Poor,0,2,2,7,1,25.80489434255125,6052.951652261368,Icy,Speeding,5,28088.85390352476,18647.13410345301,South America,414.5026331283669,Medellín,Despejado,56.210074696784915,8.64182232928694,Media (5-10 mi),Templada (40-60°F)
Brazil,2010,November,Friday,Morning,Rural,Highway,Windy,163.67168515165395,2,114,41-60,Female,0.0504676957882142,0,Poor,1,0,2,1,4,21.619732048176527,2473.1269495384354,Wet,Speeding,2,7217.622532182023,40075.11113187984,Australia,1653.2887331303727,Cali,Despejado,69.57786965018302,0.8460812982274215,Muy Baja (0-2 mi),Cálida (60-80°F)
China,2016,July,Sunday,Morning,Urban,Highway,Rainy,497.02548158109136,2,111,26-40,Male,0.1137402664833281,1,Moderate,2,1,2,17,3,54.63782009523132,3964.49405092368,Snow-covered,Drunk Driving,5,18134.07668834036,69997.39535410036,Asia,416.8974603436124,Medellín,Nublado,72.26358896405313,5.460971473989714,Media (5-10 mi),Cálida (60-80°F)
Russia,2005,June,Sunday,Evening,Urban,Street,Snowy,374.7618759603725,1,36,26-40,Male,0.1208317022880669,1,Good,2,0,2,18,0,7.930331439219509,7276.90712738111,Snow-covered,Mechanical Failure,4,16422.221630029817,97006.54764891502,North America,247.94504689845223,Barranquilla,Lluvia Leve,51.57754876313164,4.22654695410049,Baja (2-5 mi),Templada (40-60°F)
Brazil,2016,May,Wednesday,Night,Urban,Main Road,Windy,237.970274101684,3,103,<18,Female,0.1536383068075363,1,Moderate,1,0,2,15,3,52.73728788917173,6573.139493395199,Snow-covered,Speeding,2,6917.832467834957,52236.5558390486,South America,3872.4492059879512,Bogotá,Lluvia Leve,58.06439485653406,8.058236955293946,Media (5-10 mi),Templada (40-60°F)
Japan,2012,September,Tuesday,Afternoon,Urban,Street,Windy,283.8508661694815,1,92,<18,Female,0.160522233383193,1,Moderate,0,0,2,6,3,22.45179094988328,6888.930791164356,Dry,Drunk Driving,7,33546.431124221854,17671.460405357535,North America,1316.9845560260103,Barranquilla,Lluvia Fuerte,88.6683302963004,1.4231835118742868,Muy Baja (0-2 mi),Muy Cálida (>80°F)
Canada,2017,May,Friday,Night,Urban,Highway,Clear,207.3521603558482,1,106,26-40,Female,0.0564370467651175,0,Moderate,0,2,2,8,1,36.734575917991926,3775.747051283678,Dry,Distracted Driving,6,28100.01356804587,23182.81441194672,South America,384.064541952935,Medellín,Neblina,75.36731576235005,1.0858700488406496,Muy Baja (0-2 mi),Cálida (60-80°F)
Canada,2022,May,Tuesday,Evening,Rural,Highway,Rainy,439.2556437903608,3,111,<18,Male,0.1102309650710727,1,Moderate,0,1,2,9,2,36.63620590538197,188.79710524397004,Snow-covered,Weather,2,5449.031259411765,77328.97767426589,Europe,2891.760977867152,Barranquilla,Neblina,89.51739495654813,6.744975706190532,Media (5-10 mi),Muy Cálida (>80°F)
India,2006,April,Monday,Morning,Urban,Highway,Snowy,104.998481519327,2,72,18-25,Male,0.0673136859023346,0,Moderate,2,0,2,15,3,29.44791124325879,3543.540254706945,Wet,Drunk Driving,7,23064.71361808344,69793.32632214174,North America,3360.1091189218205,Cartagena,Lluvia Leve,94.37009988958454,3.4511240871622144,Baja (2-5 mi),Muy Cálida (>80°F)
Australia,2005,February,Wednesday,Afternoon,Rural,Street,Rainy,279.9282530210096,2,79,61+,Female,0.101017784398021,1,Poor,1,0,2,13,2,39.8801306098236,1086.9591336331632,Wet,Weather,5,24442.239881160094,43735.34680619381,Australia,922.3383560416814,Bogotá,Neblina,56.37602133787547,9.807346069390068,Media (5-10 mi),Templada (40-60°F)
India,2018,July,Saturday,Evening,Rural,Street,Windy,428.379408623904,1,96,26-40,Female,0.179549655651605,0,Good,0,2,2,14,0,53.56986431708629,263.2134175317745,Snow-covered,Mechanical Failure,7,14341.366054840357,78627.84824098778,South America,3818.490136865397,Bogotá,Nublado,53.38688348529878,3.5455086526056503,Baja (2-5 mi),Templada (40-60°F)
USA,2000,July,Monday,Afternoon,Urban,Highway,Foggy,487.3461752829732,2,63,41-60,Female,0.0893358483931412,0,Good,1,1,2,5,4,56.6028662519629,8337.911987915224,Dry,Distracted Driving,1,48362.78927905817,37396.04432289168,Australia,1070.3802887581426,Cartagena,Lluvia Leve,88.19636883455128,6.341119306345877,Media (5-10 mi),Muy Cálida (>80°F)
Germany,2001,August,Saturday,Morning,Urban,Highway,Clear,79.35888232433113,1,95,<18,Male,0.1964240376633284,0,Good,2,0,2,11,2,30.49288839288688,1346.7791795676037,Dry,Mechanical Failure,8,43775.42328011005,32099.12848211844,North America,2694.4898577631197,Cartagena,Neblina,65.5998862123911,2.277887939137236,Baja (2-5 mi),Cálida (60-80°F)
Russia,2003,October,Friday,Night,Rural,Highway,Windy,82.46064811586234,1,35,18-25,Female,0.1125243353576244,0,Moderate,2,1,2,8,2,31.32950494985735,3752.716045000858,Snow-covered,Distracted Driving,0,10671.910787973546,4536.9474655383565,Australia,4218.527479540986,Cali,Lluvia Leve,59.76241510796419,5.961663790025075,Media (5-10 mi),Templada (40-60°F)
Japan,2011,July,Monday,Morning,Urban,Main Road,Windy,279.379755536822,3,30,26-40,Male,0.0917090132157471,1,Poor,0,2,2,11,1,27.728610456905123,9393.245832667611,Wet,Distracted Driving,5,20428.12441809272,3677.356469608973,Europe,3389.9423090509827,Bogotá,Neblina,86.33425577642569,8.353693256017642,Media (5-10 mi),Muy Cálida (>80°F)
USA,2014,January,Thursday,Night,Rural,Main Road,Rainy,225.13033198742943,2,86,18-25,Female,0.0428546242515545,0,Moderate,0,0,2,10,1,46.714762691367504,8185.345893989001,Wet,Distracted Driving,4,48558.39024322984,40062.71414961739,Asia,4979.853881026906,Medellín,Despejado,56.81571794423514,4.291468455766782,Baja (2-5 mi),Templada (40-60°F)
UK,2020,December,Wednesday,Afternoon,Rural,Main Road,Clear,235.53261300367743,3,46,<18,Male,0.1776662090907708,0,Moderate,0,2,2,13,4,13.269160112367056,6776.80142937048,Icy,Drunk Driving,5,47774.41164474094,43213.21140314109,Australia,350.3286366859883,Medellín,Nublado,54.76479036233627,3.0676132257297746,Baja (2-5 mi),Templada (40-60°F)
Russia,2023,January,Thursday,Night,Urban,Main Road,Windy,213.76705061094412,3,96,41-60,Female,0.1332475053851097,1,Moderate,0,0,2,11,1,28.796940518211617,3116.698479893498,Snow-covered,Mechanical Failure,9,4183.462976781403,99044.38707137972,Europe,2585.5476600163665,Bogotá,Nublado,67.71853184132935,5.451608162914144,Media (5-10 mi),Cálida (60-80°F)
Brazil,2011,February,Tuesday,Morning,Rural,Highway,Rainy,493.5324837707479,1,112,<18,Male,0.1351258090533,1,Poor,2,1,2,12,3,59.27043231542207,2029.5332011698165,Icy,Speeding,4,1281.6777466032584,12232.032522195788,South America,4085.4787001174823,Cali,Lluvia Leve,73.05022028462514,2.7075027366280846,Baja (2-5 mi),Cálida (60-80°F)
Brazil,2011,July,Saturday,Night,Rural,Main Road,Clear,66.88085513029255,3,115,41-60,Male,0.2134097848887088,1,Poor,2,1,2,3,4,8.26317306710216,9053.47042951296,Dry,Mechanical Failure,4,13594.078864697216,38238.1532062453,Europe,3261.377506251294,Bogotá,Neblina,88.27015902082059,9.552137472505768,Media (5-10 mi),Muy Cálida (>80°F)
Canada,2024,July,Friday,Afternoon,Urban,Main Road,Windy,491.0948268869451,4,31,61+,Male,0.1991290144453606,1,Poor,1,0,2,4,1,15.26240008775433,1100.4443493036488,Icy,Weather,1,40522.41704452305,47039.399955072375,Australia,231.7343199881784,Bogotá,Lluvia Leve,64.30295861080947,3.673526170063316,Baja (2-5 mi),Cálida (60-80°F)
Brazil,2020,May,Thursday,Night,Urban,Main Road,Snowy,168.17220167076783,2,70,<18,Female,0.0095408667925008,0,Poor,0,1,2,9,0,29.661264002732025,4482.774705461032,Dry,Mechanical Failure,2,14982.87967944069,25385.549538946347,Asia,3850.134242487746,Cali,Neblina,57.30718987809859,5.382842809954474,Media (5-10 mi),Templada (40-60°F)
Australia,2002,November,Monday,Evening,Rural,Highway,Rainy,136.25235261174606,4,77,18-25,Female,0.0141447495397432,0,Good,0,0,2,14,4,36.40583128654167,2028.1906974346512,Wet,Drunk Driving,4,44602.35291666732,3418.094813928205,Asia,1129.9801471215562,Barranquilla,Despejado,82.79962363936869,9.506359878227272,Media (5-10 mi),Muy Cálida (>80°F)
UK,2016,November,Monday,Evening,Rural,Main Road,Clear,385.7600701327327,4,80,41-60,Female,0.1441958970782987,1,Good,2,1,2,16,3,26.74175038106499,1839.882313772184,Dry,Drunk Driving,2,15935.9834331638,33977.22056744379,Australia,802.7094796291319,Bogotá,Nublado,74.03287299548772,6.739451051490473,Media (5-10 mi),Cálida (60-80°F)
Germany,2020,February,Tuesday,Night,Rural,Highway,Clear,496.2252496388343,2,75,18-25,Male,0.1418471526764747,1,Good,1,0,2,7,3,15.618038920322732,3899.727778102044,Icy,Drunk Driving,9,48544.753661943774,42501.61308140325,North America,2100.7948127657887,Bogotá,Nublado,69.5737609031997,8.432847519004529,Media (5-10 mi),Cálida (60-80°F)
UK,2018,November,Friday,Evening,Rural,Highway,Snowy,449.11718212219154,4,54,18-25,Female,0.2436234022372551,1,Moderate,0,1,2,0,4,42.364717098018886,3556.6806017017243,Dry,Drunk Driving,2,28809.019080061174,96270.31058056396,North America,3183.298642332675,Barranquilla,Despejado,73.06051385781227,3.0922313106964534,Baja (2-5 mi),Cálida (60-80°F)
Australia,2021,March,Sunday,Evening,Rural,Street,Snowy,52.88178989762485,4,107,26-40,Male,0.2251914554903347,0,Moderate,1,2,2,12,4,26.875480002449716,335.06703302528217,Snow-covered,Distracted Driving,2,6118.213637926751,40288.288884911766,Asia,1776.1875279160847,Bogotá,Lluvia Fuerte,85.54128837600365,9.559976118280462,Media (5-10 mi),Muy Cálida (>80°F)
Japan,2005,December,Saturday,Afternoon,Rural,Highway,Rainy,432.2223740011958,3,55,18-25,Female,0.0764706286361998,0,Good,1,0,2,7,2,55.523007166110425,3180.649864142422,Snow-covered,Drunk Driving,4,23616.12419468937,59440.664511388764,Europe,2191.340705025192,Cali,Nublado,67.68442101355026,8.484696499287498,Media (5-10 mi),Cálida (60-80°F)
India,2003,September,Thursday,Night,Rural,Main Road,Rainy,93.17602698734144,3,70,<18,Male,0.2487473376510992,1,Good,1,1,2,8,0,20.02082370054784,4715.6151233303335,Wet,Distracted Driving,0,32311.2205016854,20194.73620399076,Europe,4396.229373798568,Medellín,Nublado,66.45642822380343,9.571459651764432,Media (5-10 mi),Cálida (60-80°F)
Germany,2019,April,Friday,Afternoon,Rural,Street,Foggy,185.9971781834495,3,37,41-60,Male,0.1897112100024922,0,Good,0,2,2,19,2,37.95467008778345,7009.076074380637,Dry,Drunk Driving,0,10244.403161349454,60437.74096404101,South America,4619.99070542122,Cartagena,Lluvia Fuerte,80.65410929555892,2.0636862421976723,Baja (2-5 mi),Muy Cálida (>80°F)
Brazil,2021,April,Friday,Afternoon,Urban,Main Road,Clear,121.54899786207132,3,31,61+,Female,0.0647701944400549,0,Poor,1,0,2,12,3,10.502796087807708,3421.5591919651283,Dry,Weather,2,10065.715953933784,1788.577111313904,Australia,491.7499912686691,Bogotá,Neblina,52.63805499215687,2.407256428134546,Baja (2-5 mi),Templada (40-60°F)
Germany,2018,December,Wednesday,Evening,Urban,Highway,Foggy,241.1577530231423,2,101,26-40,Male,0.0407906975137938,0,Poor,0,1,2,13,3,37.40628643994728,6948.823348416011,Snow-covered,Mechanical Failure,8,36238.88688060522,41817.89690219009,South America,3278.326703468538,Medellín,Despejado,53.666637164686705,5.962138351945157,Media (5-10 mi),Templada (40-60°F)
USA,2013,January,Wednesday,Night,Urban,Main Road,Foggy,207.64574729281463,4,71,26-40,Male,0.1242933189405151,0,Poor,2,0,2,1,3,59.08958308749244,4057.303412549987,Dry,Mechanical Failure,7,23827.66665915067,24719.195191345392,South America,3356.019213304071,Barranquilla,Lluvia Leve,58.547295870044714,9.065925445863584,Media (5-10 mi),Templada (40-60°F)
India,2023,April,Sunday,Evening,Rural,Street,Foggy,187.6576576629332,1,54,<18,Female,0.1782213470525235,1,Moderate,2,2,2,18,4,40.88487634090081,9696.32020444866,Wet,Mechanical Failure,2,39756.51327616619,88746.13773111803,Australia,1532.6096469363952,Cali,Neblina,59.120716889522264,6.334615110454249,Media (5-10 mi),Templada (40-60°F)
UK,2008,November,Thursday,Night,Urban,Main Road,Snowy,407.2866590956081,1,80,61+,Male,0.2426966973803209,0,Moderate,1,0,2,9,2,17.138264249381795,3144.605711332911,Icy,Drunk Driving,3,19319.81288321591,66196.6290641495,Australia,2953.600254322562,Medellín,Lluvia Fuerte,90.7620777135035,5.296614376611081,Media (5-10 mi),Muy Cálida (>80°F)
Germany,2004,December,Thursday,Morning,Rural,Highway,Foggy,476.7226383754484,2,109,18-25,Male,0.139500086348967,1,Poor,1,2,2,15,1,31.49204954520545,3104.7791416703144,Wet,Mechanical Failure,9,45486.341506973375,89271.55083717394,Europe,4073.098163339178,Barranquilla,Despejado,69.59325614437316,7.914901106495441,Media (5-10 mi),Cálida (60-80°F)
India,2019,July,Sunday,Evening,Rural,Main Road,Windy,200.4838641898297,1,43,41-60,Female,0.123580693115611,0,Poor,0,2,2,7,3,41.25385977739676,8079.918463348956,Dry,Speeding,2,39286.51610189202,77886.45548404439,North America,1654.047933284747,Barranquilla,Despejado,50.61080731580122,2.6408431349765795,Baja (2-5 mi),Templada (40-60°F)
Australia,2021,February,Friday,Morning,Urban,Main Road,Foggy,308.3539546974279,4,117,<18,Male,0.133281256772429,0,Good,2,1,2,11,3,21.57333809138637,1822.3872837024976,Icy,Mechanical Failure,7,47213.32208428005,80896.49151620049,Australia,3092.659749234107,Medellín,Lluvia Leve,91.92912806769516,4.247302010939594,Baja (2-5 mi),Muy Cálida (>80°F)
UK,2018,August,Thursday,Evening,Rural,Street,Rainy,124.00911700991176,4,84,<18,Female,0.0613459378446523,1,Moderate,1,2,2,19,1,34.95197361962254,6648.234985506748,Snow-covered,Drunk Driving,4,34233.91030368527,73465.48858459579,South America,4065.342000993454,Medellín,Lluvia Leve,74.13697953878349,8.719912471082402,Media (5-10 mi),Cálida (60-80°F)
Russia,2014,August,Wednesday,Evening,Urban,Highway,Windy,473.0736694871141,1,51,18-25,Male,0.0323760112483449,1,Poor,2,0,2,18,2,13.978484253748524,7812.945842955943,Wet,Mechanical Failure,3,44863.279484324434,1918.9194131937163,Asia,3220.8724745534228,Cali,Lluvia Fuerte,57.66069872209213,0.9512088649898631,Muy Baja (0-2 mi),Templada (40-60°F)
Germany,2009,April,Thursday,Morning,Urban,Main Road,Snowy,98.06836614786693,2,89,<18,Female,0.1805372764523349,1,Good,0,2,2,1,2,39.15899196896718,4338.481627390726,Dry,Distracted Driving,5,47975.58663384092,25946.20668452475,Australia,3686.887059191094,Cartagena,Lluvia Leve,84.20190869792364,0.5469435369389518,Muy Baja (0-2 mi),Muy Cálida (>80°F)
UK,2022,August,Saturday,Afternoon,Urban,Highway,Snowy,426.5763577252795,1,59,<18,Female,0.1851989883486139,1,Moderate,0,2,2,11,2,18.140206241538223,8154.885673101885,Dry,Weather,4,46053.10857672584,79075.54396016597,Australia,3068.278756359895,Medellín,Despejado,50.280438176041095,2.158950828271697,Baja (2-5 mi),Templada (40-60°F)
India,2016,May,Thursday,Evening,Urban,Highway,Clear,260.7609512656684,4,91,61+,Female,0.127672300820597,0,Moderate,2,0,2,12,4,9.810691003132364,3955.5312796556905,Dry,Weather,4,30765.44042323045,93072.79078271391,South America,1477.3712907108188,Bogotá,Nublado,65.23428364822992,4.8147449122337385,Baja (2-5 mi),Cálida (60-80°F)
Australia,2006,February,Monday,Afternoon,Urban,Street,Foggy,205.167191973006,1,55,26-40,Male,0.0590436108308615,0,Poor,0,1,2,8,1,58.84093638273261,1221.176359806174,Dry,Weather,4,17371.115703979445,22922.933370147875,Asia,1027.454049472147,Medellín,Nublado,59.90422797636139,6.022669095575182,Media (5-10 mi),Templada (40-60°F)
Brazil,2012,July,Wednesday,Morning,Rural,Highway,Snowy,175.3123444805969,1,69,26-40,Male,0.1290541385051402,1,Moderate,1,1,2,12,3,31.800186391068628,654.0774845477514,Wet,Speeding,2,39543.4961338121,4125.388087689718,South America,3574.289053028164,Barranquilla,Nublado,88.8998189790534,5.292904189718848,Media (5-10 mi),Muy Cálida (>80°F)
Russia,2000,May,Sunday,Afternoon,Urban,Highway,Clear,485.3182099615629,4,64,26-40,Male,0.2051261372072395,1,Moderate,2,1,2,8,0,55.30366741792024,4697.735826758503,Wet,Mechanical Failure,6,34531.39435746803,66384.2916690008,South America,3890.998791988235,Cartagena,Nublado,77.4450041758009,6.796329792618379,Media (5-10 mi),Cálida (60-80°F)
Germany,2018,March,Friday,Afternoon,Rural,Street,Foggy,242.5364870367549,3,70,61+,Male,0.2091510433224664,1,Good,1,1,2,6,0,50.26289642827101,2027.829818591536,Wet,Drunk Driving,7,48277.03972597336,50811.21745025685,North America,2865.8329103610045,Barranquilla,Lluvia Fuerte,94.52142940791768,3.4040333810441292,Baja (2-5 mi),Muy Cálida (>80°F)
Australia,2018,October,Thursday,Evening,Rural,Highway,Snowy,115.84592835533915,3,60,<18,Female,0.055688353126881,1,Good,0,1,2,2,4,58.47846904574845,1780.3052152510802,Wet,Drunk Driving,2,27930.79676442892,30034.6045774167,Australia,1832.1292586457232,Bogotá,Nublado,63.399844242960114,2.5146061192528353,Baja (2-5 mi),Cálida (60-80°F)
UK,2024,August,Wednesday,Morning,Rural,Main Road,Rainy,259.4923475146681,4,119,26-40,Female,0.1810156437966475,0,Moderate,2,1,2,14,3,13.568105200959002,8142.63269735151,Snow-covered,Drunk Driving,1,3248.4345399104377,31099.00440247891,North America,295.39371296587024,Cali,Nublado,54.465169051264695,8.309023759822917,Media (5-10 mi),Templada (40-60°F)
Japan,2008,July,Monday,Afternoon,Urban,Main Road,Foggy,161.20758064502888,1,40,61+,Female,0.2281134064223907,0,Poor,2,0,2,8,0,28.24904967441384,6711.790484405896,Wet,Weather,5,31491.10500339042,43993.51351897889,Asia,600.4953542860025,Barranquilla,Despejado,69.01405079658699,9.40905183259762,Media (5-10 mi),Cálida (60-80°F)
Australia,2021,June,Wednesday,Morning,Urban,Main Road,Clear,159.47533808227593,1,109,61+,Male,0.1981791953131113,0,Moderate,1,0,2,12,4,50.01466047222545,4176.34345563352,Wet,Drunk Driving,3,7215.242493888895,7284.686786308887,Australia,3514.420969654184,Medellín,Neblina,90.71267596281368,3.4495760578177452,Baja (2-5 mi),Muy Cálida (>80°F)
India,2007,June,Friday,Morning,Rural,Highway,Clear,102.76201033318569,1,58,<18,Male,0.0559684943070957,0,Poor,2,2,2,4,0,24.298299658053057,9007.279744369043,Dry,Mechanical Failure,8,24534.878637678503,86951.26877983498,Europe,2396.043763175125,Bogotá,Neblina,51.854051872296274,8.731584663897475,Media (5-10 mi),Templada (40-60°F)
Australia,2007,March,Friday,Evening,Rural,Highway,Windy,141.82819330974297,4,35,<18,Male,0.2108551529596058,1,Poor,2,1,2,10,2,57.39846052262179,7392.762737415276,Wet,Distracted Driving,8,17383.75691087936,53780.98593523479,South America,386.1578092731989,Barranquilla,Nublado,67.41221786022527,2.6103895538217774,Baja (2-5 mi),Cálida (60-80°F)
UK,2002,December,Sunday,Morning,Urban,Highway,Foggy,383.46903012088006,2,47,26-40,Female,0.1343161588668086,1,Moderate,1,2,2,3,3,18.67976234866328,7375.465622470504,Icy,Weather,3,23742.08600920865,98728.54756391096,Asia,1545.3396935263324,Barranquilla,Neblina,79.96981604202462,1.0188649368749223,Muy Baja (0-2 mi),Cálida (60-80°F)
China,2002,February,Wednesday,Afternoon,Rural,Main Road,Clear,296.4572607652133,3,97,26-40,Female,0.1983772396487628,1,Moderate,2,1,2,9,0,47.75499972744681,7950.624970061986,Icy,Speeding,7,22520.25630816357,87701.25550244756,Australia,4650.961181708066,Cali,Lluvia Fuerte,76.97154563749588,1.576407921786937,Muy Baja (0-2 mi),Cálida (60-80°F)
India,2022,January,Tuesday,Morning,Urban,Street,Windy,261.37292782197903,3,63,41-60,Male,0.0160844096034475,1,Good,2,1,2,14,3,55.91348114866995,8828.51394415139,Dry,Distracted Driving,2,27975.43675859933,53815.41780308157,South America,110.38839023508248,Medellín,Lluvia Leve,54.92652046757793,9.733152430853991,Media (5-10 mi),Templada (40-60°F)
China,2013,March,Sunday,Night,Rural,Street,Windy,93.13966928081466,1,68,<18,Female,0.1446016191155056,0,Poor,2,0,2,14,0,27.546606912800467,3946.1563919879422,Wet,Drunk Driving,6,47452.12510117306,49804.37308969146,Asia,2178.585836544447,Cali,Lluvia Fuerte,71.5755207731502,7.204473260999041,Media (5-10 mi),Cálida (60-80°F)
Germany,2019,May,Sunday,Evening,Rural,Street,Snowy,386.0003873995453,3,52,41-60,Female,0.1327149203132893,1,Good,2,2,2,9,3,5.252621014910524,8865.93583361661,Snow-covered,Mechanical Failure,0,48232.84627452999,19229.28297311176,Europe,4223.360949833932,Cartagena,Neblina,83.89675192213419,8.870196218442533,Media (5-10 mi),Muy Cálida (>80°F)
Brazil,2010,May,Friday,Afternoon,Rural,Highway,Windy,258.63318694959173,4,37,61+,Male,0.2392005299980541,1,Good,2,0,2,0,4,55.42941587159223,1430.853440126391,Snow-covered,Weather,4,44093.03140085283,18618.289343798468,Asia,4220.371217460379,Cali,Lluvia Leve,60.7526596158331,4.903771406708505,Baja (2-5 mi),Cálida (60-80°F)
UK,2012,August,Thursday,Evening,Urban,Main Road,Rainy,493.9006917700989,4,48,<18,Female,0.0184744291254108,0,Poor,0,2,2,4,4,49.58515108884568,9024.329614967148,Wet,Speeding,2,27470.70512989516,12880.493591707762,Europe,2769.1600056997404,Cali,Despejado,57.055690315401975,9.159683256723397,Media (5-10 mi),Templada (40-60°F)
India,2024,May,Wednesday,Evening,Urban,Street,Rainy,61.78414673178753,4,52,18-25,Female,0.1591134455474895,0,Good,2,0,2,4,1,58.47392386511054,2716.86098934862,Snow-covered,Distracted Driving,4,6201.969257188943,85888.38045120747,Australia,3793.918521805675,Cali,Despejado,63.32737536362119,4.0855575921523215,Baja (2-5 mi),Cálida (60-80°F)
China,2020,February,Saturday,Afternoon,Rural,Street,Windy,446.3464142259605,4,32,26-40,Female,0.1601689476944162,1,Moderate,0,1,2,16,1,37.17111910331853,3963.7326677625297,Dry,Weather,6,1763.6433144370692,65481.93026529385,Asia,4241.283428907901,Cartagena,Neblina,78.53622513239385,6.9561846329358,Media (5-10 mi),Cálida (60-80°F)
Australia,2012,December,Friday,Evening,Urban,Street,Foggy,437.4219253534969,3,48,18-25,Male,0.1221141448118624,1,Moderate,0,0,2,5,2,15.048901344930886,9772.81233875726,Dry,Weather,8,29702.3228492234,47043.77839245828,Asia,4271.093510066991,Medellín,Neblina,91.27587278444278,5.458018363293754,Media (5-10 mi),Muy Cálida (>80°F)
Brazil,2023,June,Sunday,Night,Urban,Street,Snowy,65.90860812096903,2,119,<18,Female,0.0142858914553686,0,Good,0,0,2,11,4,18.22248347045955,1545.7797224500282,Snow-covered,Distracted Driving,3,46720.467537509685,24898.49085042712,South America,826.1813752358365,Cali,Nublado,82.56800773117716,5.504991195456027,Media (5-10 mi),Muy Cálida (>80°F)
USA,2005,September,Monday,Afternoon,Rural,Highway,Windy,485.41990314435645,2,44,<18,Female,0.2013561484881814,0,Good,0,2,2,11,0,48.325962544809656,2584.7973679203824,Dry,Drunk Driving,5,37108.10733829102,66184.77257192277,Europe,4908.598225601337,Cartagena,Despejado,74.13394935341,3.9461442702236535,Baja (2-5 mi),Cálida (60-80°F)
Canada,2014,June,Saturday,Morning,Urban,Highway,Foggy,226.8830629166496,4,60,26-40,Male,0.1656643249456352,0,Moderate,2,2,2,10,3,12.13589790461048,3107.88223460068,Wet,Drunk Driving,7,23894.543180932586,21966.734663797524,Asia,348.66774535166013,Barranquilla,Lluvia Leve,64.06158121153611,6.080837782408658,Media (5-10 mi),Cálida (60-80°F)
UK,2023,September,Friday,Evening,Rural,Main Road,Foggy,223.37257996365057,3,101,18-25,Female,0.0626049283401508,1,Moderate,1,0,2,11,4,58.786308763522,4044.7710498040738,Icy,Weather,1,3520.395274873832,60346.15763043065,South America,286.4414558470368,Cartagena,Nublado,89.60149661852307,1.9394403380171292,Muy Baja (0-2 mi),Muy Cálida (>80°F)
Canada,2011,January,Monday,Night,Urban,Main Road,Snowy,457.9659565951959,4,115,18-25,Male,0.157217367962207,1,Good,0,0,2,19,0,5.099208128140439,6330.406830383718,Wet,Distracted Driving,1,42737.46917721169,64853.58118310747,North America,2944.552496528671,Bogotá,Nublado,63.32879649517471,6.371753000276593,Media (5-10 mi),Cálida (60-80°F)
Canada,2014,July,Saturday,Evening,Urban,Main Road,Windy,284.41701013659804,2,83,18-25,Female,0.1930466745802136,1,Poor,2,1,2,3,2,32.81784451832712,2993.7907292837003,Dry,Mechanical Failure,2,36308.81942040591,66121.43137024652,Asia,3030.810159756349,Medellín,Lluvia Fuerte,71.13077347224748,2.213749785273755,Baja (2-5 mi),Cálida (60-80°F)
Russia,2022,September,Tuesday,Evening,Urban,Main Road,Rainy,122.57635132483396,4,59,<18,Female,0.083396535909995,1,Good,0,0,2,1,0,47.38925944626755,9907.094891229128,Icy,Drunk Driving,0,29462.07459644378,34999.87301961563,South America,630.1910865990649,Cali,Lluvia Leve,50.48371586325899,7.342808408464112,Media (5-10 mi),Templada (40-60°F)
India,2013,February,Saturday,Night,Rural,Street,Rainy,124.4554431817572,3,78,41-60,Female,0.0072888547297177,0,Moderate,2,1,2,17,3,5.317247375257209,7099.252074823756,Icy,Weather,6,41448.2515309457,1025.7085290090506,Australia,2846.8741039680126,Cartagena,Neblina,61.60192294825171,0.7066265105399862,Muy Baja (0-2 mi),Cálida (60-80°F)
India,2024,March,Friday,Night,Urban,Street,Windy,307.81101067397015,4,59,61+,Female,0.1743017219234673,1,Moderate,1,2,2,4,3,18.473301383826644,5111.478740138011,Wet,Drunk Driving,0,37490.22768154189,70593.1439585145,South America,1355.0049710487938,Bogotá,Neblina,53.054506413328724,0.7407701208281167,Muy Baja (0-2 mi),Templada (40-60°F)
